-251.16666666	0.00000000
-251.13333333	-0.00000007
-251.10000000	-0.00000023
-251.06666666	-0.00000050
-251.03333333	-0.00000056
-251.00000000	-0.00000063
-250.96666666	-0.00000127
-250.93333333	-0.00000068
-250.90000000	-0.00000181
-250.86666666	-0.00000096
-250.83333333	-0.00000211
-250.80000000	-0.00000056
-250.76666666	0.00000032
-250.73333333	-0.00000272
-250.70000000	0.00000207
-250.66666666	-0.00000030
-250.63333333	0.00000720
-250.60000000	0.00000244
-250.56666666	0.00000699
-250.53333333	0.00001184
-250.49999999	0.00000527
-250.46666666	0.00001810
-250.43333333	0.00002357
-250.39999999	0.00002024
-250.36666666	0.00001636
-250.33333333	0.00001942
-250.29999999	0.00003561
-250.26666666	0.00002602
-250.23333333	0.00004839
-250.19999999	0.00003860
-250.16666666	0.00002080
-250.13333333	0.00004779
-250.09999999	0.00003656
-250.06666666	0.00003195
-250.03333333	0.00008750
-249.99999999	0.00006575
-249.96666666	0.00005001
-249.93333333	0.00003601
-249.89999999	0.00003689
-249.86666666	0.00009341
-249.83333333	0.00007011
-249.79999999	0.00005821
-249.76666666	0.00002343
-249.73333332	0.00008152
-249.69999999	0.00007653
-249.66666666	0.00004040
-249.63333332	0.00006037
-249.59999999	0.00005120
-249.56666666	0.00003357
-249.53333332	0.00007945
-249.49999999	0.00004137
-249.46666666	0.00004509
-249.43333332	0.00003210
-249.39999999	-0.00003992
-249.36666666	0.00006486
-249.33333332	-0.00001868
-249.29999999	0.00001202
-249.26666666	0.00005440
-249.23333332	-0.00001832
-249.19999999	-0.00012170
-249.16666666	-0.00007845
-249.13333332	-0.00008971
-249.09999999	-0.00009345
-249.06666666	-0.00021955
-249.03333332	-0.00016846
-248.99999999	-0.00017318
-248.96666665	-0.00016749
-248.93333332	-0.00029507
-248.89999999	-0.00025317
-248.86666665	-0.00028609
-248.83333332	-0.00026220
-248.79999999	-0.00023048
-248.76666665	-0.00030384
-248.73333332	-0.00025146
-248.69999999	-0.00036982
-248.66666665	-0.00033108
-248.63333332	-0.00042558
-248.59999999	-0.00045641
-248.56666665	-0.00054538
-248.53333332	-0.00049235
-248.49999999	-0.00041544
-248.46666665	-0.00045075
-248.43333332	-0.00040089
-248.39999999	-0.00055355
-248.36666665	-0.00063325
-248.33333332	-0.00054657
-248.29999999	-0.00033922
-248.26666665	-0.00044008
-248.23333332	-0.00042230
-248.19999998	-0.00035973
-248.16666665	-0.00057349
-248.13333332	-0.00053825
-248.09999998	-0.00052226
-248.06666665	-0.00046446
-248.03333332	-0.00054244
-247.99999998	-0.00061812
-247.96666665	-0.00048126
-247.93333332	-0.00051208
-247.89999998	-0.00056721
-247.86666665	-0.00058261
-247.83333332	-0.00054603
-247.79999998	-0.00058381
-247.76666665	-0.00054193
-247.73333332	-0.00049489
-247.69999998	-0.00071073
-247.66666665	-0.00055197
-247.63333332	-0.00054084
-247.59999998	-0.00048554
-247.56666665	-0.00061049
-247.53333332	-0.00049222
-247.49999998	-0.00057007
-247.46666665	-0.00068183
-247.43333331	-0.00081805
-247.39999998	-0.00058118
-247.36666665	-0.00047555
-247.33333331	-0.00069840
-247.29999998	-0.00058267
-247.26666665	-0.00043003
-247.23333331	-0.00046175
-247.19999998	-0.00067230
-247.16666665	-0.00044725
-247.13333331	-0.00066151
-247.09999998	-0.00080118
-247.06666665	-0.00066133
-247.03333331	-0.00081482
-246.99999998	-0.00097127
-246.96666665	-0.00072707
-246.93333331	-0.00064190
-246.89999998	-0.00082013
-246.86666665	-0.00080341
-246.83333331	-0.00079346
-246.79999998	-0.00069723
-246.76666665	-0.00078456
-246.73333331	-0.00043201
-246.69999998	-0.00055983
-246.66666664	-0.00062066
-246.63333331	-0.00068415
-246.59999998	-0.00047592
-246.56666664	-0.00036056
-246.53333331	-0.00055336
-246.49999998	-0.00065438
-246.46666664	-0.00070131
-246.43333331	-0.00043034
-246.39999998	-0.00035148
-246.36666664	-0.00043022
-246.33333331	-0.00046428
-246.29999998	-0.00063376
-246.26666664	-0.00061214
-246.23333331	-0.00060222
-246.19999998	-0.00050329
-246.16666664	-0.00049965
-246.13333331	-0.00032802
-246.09999998	-0.00036854
-246.06666664	-0.00053480
-246.03333331	-0.00051306
-245.99999998	-0.00041303
-245.96666664	-0.00063179
-245.93333331	-0.00041392
-245.89999997	-0.00066727
-245.86666664	-0.00046583
-245.83333331	-0.00066426
-245.79999997	-0.00061869
-245.76666664	-0.00076645
-245.73333331	-0.00082397
-245.69999997	-0.00081944
-245.66666664	-0.00056796
-245.63333331	-0.00062868
-245.59999997	-0.00074654
-245.56666664	-0.00073785
-245.53333331	-0.00087367
-245.49999997	-0.00121017
-245.46666664	-0.00080781
-245.43333331	-0.00084982
-245.39999997	-0.00078372
-245.36666664	-0.00097389
-245.33333331	-0.00104106
-245.29999997	-0.00125523
-245.26666664	-0.00123085
-245.23333331	-0.00114343
-245.19999997	-0.00122845
-245.16666664	-0.00110549
-245.13333330	-0.00116492
-245.09999997	-0.00120205
-245.06666664	-0.00112803
-245.03333330	-0.00097575
-244.99999997	-0.00121509
-244.96666664	-0.00130207
-244.93333330	-0.00094039
-244.89999997	-0.00100439
-244.86666664	-0.00102311
-244.83333330	-0.00106512
-244.79999997	-0.00116099
-244.76666664	-0.00092052
-244.73333330	-0.00092128
-244.69999997	-0.00103779
-244.66666664	-0.00099756
-244.63333330	-0.00090709
-244.59999997	-0.00108745
-244.56666664	-0.00115497
-244.53333330	-0.00104225
-244.49999997	-0.00087993
-244.46666664	-0.00100193
-244.43333330	-0.00090432
-244.39999997	-0.00086678
-244.36666663	-0.00077274
-244.33333330	-0.00088779
-244.29999997	-0.00079799
-244.26666663	-0.00071248
-244.23333330	-0.00063394
-244.19999997	-0.00080819
-244.16666663	-0.00058104
-244.13333330	-0.00063913
-244.09999997	-0.00076983
-244.06666663	-0.00071328
-244.03333330	-0.00054257
-243.99999997	-0.00060470
-243.96666663	-0.00063630
-243.93333330	-0.00064638
-243.89999997	-0.00041393
-243.86666663	-0.00056974
-243.83333330	-0.00052201
-243.79999997	-0.00059148
-243.76666663	-0.00044999
-243.73333330	-0.00066637
-243.69999997	-0.00051800
-243.66666663	-0.00039502
-243.63333330	-0.00042224
-243.59999996	-0.00021269
-243.56666663	-0.00021758
